Facility ID,Facility Name,Audience,Prompt Version,Performance Evidence,Context Evidence,Prompt,Split
050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,Clinical,1,"Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7919.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7919.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases

Narrative:",Training
050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,Community Report,1,"Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training
050132,SAN GABRIEL VALLEY MEDICAL CENTER,Patient Friendly,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training
050132,SAN GABRIEL VALLEY MEDICAL CENTER,Executive Summary,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training
050132,SAN GABRIEL VALLEY MEDICAL CENTER,Clinical,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2006.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2006.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases

Narrative:",Training
050132,SAN GABRIEL VALLEY MEDICAL CENTER,Community Report,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training
250123,SINGING RIVER GULFPORT,Patient Friendly,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Narrative:",Training
250123,SINGING RIVER GULFPORT,Executive Summary,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Narrative:",Training
250123,SINGING RIVER GULFPORT,Clinical,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - CLABSI (ICU + select Wards): 0.22 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5158.0 Device Days
    - CLABSI (ICU + select Wards): 1.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - CLABSI (ICU + select Wards): 0.22 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5158.0 Device Days
    - CLABSI (ICU + select Wards): 1.0 Cases

Narrative:",Training
250123,SINGING RIVER GULFPORT,Community Report,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Narrative:",Training
150042,GOOD SAMARITAN HOSPITAL,Patient Friendly,1,"Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Narrative:",Development
150042,GOOD SAMARITAN HOSPITAL,Executive Summary,1,"Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Narrative:",Development
150042,GOOD SAMARITAN HOSPITAL,Clinical,1,"Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2230.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2230.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases

Narrative:",Development
150042,GOOD SAMARITAN HOSPITAL,Community Report,1,"Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: GOOD SAMARITAN HOSPITAL

Strengths:
  Timely and Effective Care
  Relative Performance: 0.98 SD from cohort

  Key Measures:
    - ED Time - General Patients: 117.00 Minutes
      Cohort Mean: 191.65 | Lower is Better
    - ED Time - All Patients: 121.00 Minutes
      Cohort Mean: 196.20 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CLABSI (ICU + select Wards): 1.50 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Narrative:",Development
430014,AVERA ST LUKES,Patient Friendly,1,"Facility: AVERA ST LUKES

Strengths:
  Timely and Effective Care
  Relative Performance: 0.84 SD from cohort

  Key Measures:
    - ED Time - All Patients: 123.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 123.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.27 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: AVERA ST LUKES

Strengths:
  Timely and Effective Care
  Relative Performance: 0.84 SD from cohort

  Key Measures:
    - ED Time - All Patients: 123.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 123.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.27 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Development
430014,AVERA ST LUKES,Executive Summary,1,"Facility: AVERA ST LUKES

Strengths:
  Timely and Effective Care
  Relative Performance: 0.84 SD from cohort

  Key Measures:
    - ED Time - All Patients: 123.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 123.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.27 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: AVERA ST LUKES

Strengths:
  Timely and Effective Care
  Relative Performance: 0.84 SD from cohort

  Key Measures:
    - ED Time - All Patients: 123.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 123.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 1.27 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Development
430014,AVERA ST LUKES,Clinical,1,"Facility: AVERA ST LUKES

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.15 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 3.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Quietness: 3.00 Stars
      Cohort Mean: 2.78 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1217.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: AVERA ST LUKES

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.15 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Cleanliness: 3.00 Stars
      Cohort Mean: 3.00 | Higher is Better
    - Quietness: 3.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1217.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases

Narrative:",Development
