Facility ID,Facility Name,Audience,Prompt Version,Performance Evidence,Context Evidence,Prompt,Split,Evaluation Source,Generated Narrative,Generation Seconds,Flesch Reading Ease,Numeric Recall,Numeric Precision,Direction Recall,Generated Words,Compression Ratio
50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,Clinical,1,"Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7919.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7919.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases

Narrative:",Training,"Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7919.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases",Healthcare-Associated Infections - CLABSI (ICU + select wards): 7919.0 Device Days Healthcare Associated Cases: 3.0 cases .,22.40210120001575,13.71358974358975,0.16666666666666666,1.0,0.0,17,0.17346938775510204
50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,Community Report,1,"Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training,"Facility: LOS ROBLES HOSPITAL & MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.31 SD from cohort

  Key Measures:
    - Septic Shock 6-Hour Bundle: 95.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - ED Time - Psychiatric Patients: 176.00 Minutes
      Cohort Mean: 319.04 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 2.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",LOS ROBLES HOSPITAL & MEDICAL CENTER is a hospital that provides timely and effective care. The hospital has an average relative performance of 0.31 SD from the cohort.,16.502138000010746,38.59987179487183,0.1,1.0,0.0,28,0.358974358974359
50132,SAN GABRIEL VALLEY MEDICAL CENTER,Patient Friendly,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better","The San Gabriel Valley Medical Center is a hospital that provides timely and effective care to patients. The hospital has strengths in the areas of timely care and effectiveness of care, but it has weaknesses in patient satisfaction.",18.67261559999315,38.386842105263185,0.0,0.0,0.0,38,0.48717948717948717
50132,SAN GABRIEL VALLEY MEDICAL CENTER,Executive Summary,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better","The San Gabriel Valley Medical Center has a strong focus on timely and effective care. The hospital is rated at 1.24 SD from the cohort, which is below the national average. However, the hospital has some weaknesses in patient satisfaction.",22.315787600004114,49.43105769230769,0.1,1.0,0.0,40,0.5128205128205128
50132,SAN GABRIEL VALLEY MEDICAL CENTER,Clinical,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2006.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2006.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases

Narrative:",Training,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2006.0 Device Days
    - CLABSI (ICU + select Wards): 3.0 Cases",CLABSI (ICU + select wards): 2006.0 Device Days - 3.0 Cases were reported for Healthcare-Associated Infections in the ICU and select Wards.,24.325101900001755,49.01719298245615,0.16666666666666666,1.0,0.0,22,0.2037037037037037
50132,SAN GABRIEL VALLEY MEDICAL CENTER,Community Report,1,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better

Narrative:",Training,"Facility: SAN GABRIEL VALLEY MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 1.24 SD from cohort

  Key Measures:
    - Severe Sepsis and Septic Shock Care: 95.00 Percent
      Cohort Mean: 62.75 | Higher is Better
    - Severe Sepsis 3-Hour Bundle: 98.00 Percent
      Cohort Mean: 79.54 | Higher is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Nurse communication: 2.00 Stars
      Cohort Mean: 3.03 | Higher is Better","The San Gabriel Valley Medical Center provides timely and effective care to patients. The hospital is rated as one of the best in the region. However, the hospital has some shortcomings in communication with its patients, such as poor doctor communication and poor nurse communication.",21.796974199998658,39.33000000000001,0.0,0.0,0.0,45,0.5769230769230769
250123,SINGING RIVER GULFPORT,Patient Friendly,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Narrative:",Training,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better","SINGING RIVER GULFPORT is a hospital that has low CAUTI, low Clostridium Difficile, and low Doctor communication. The hospital has strengths in patient satisfaction, doctor communication, quietness and noise.",31.509312800015323,28.7519827586207,0.0,0.0,0.0,29,0.3918918918918919
250123,SINGING RIVER GULFPORT,Executive Summary,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Narrative:",Training,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better","SINGING RIVER GULFPORT is a hospital in the Gulf of Mexico. The hospital has strengths in patient satisfaction, doctor communication, and quietness. It has weaknesses in healthcare-associated infections.",18.941722599993227,33.65781609195403,0.0,0.0,0.0,28,0.3783783783783784
250123,SINGING RIVER GULFPORT,Clinical,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - CLABSI (ICU + select Wards): 0.22 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5158.0 Device Days
    - CLABSI (ICU + select Wards): 1.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - CLABSI (ICU + select Wards): 0.22 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5158.0 Device Days
    - CLABSI (ICU + select Wards): 1.0 Cases

Narrative:",Training,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - CLABSI (ICU + select Wards): 0.22 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5158.0 Device Days
    - CLABSI (ICU + select Wards): 1.0 Cases",CLABSI (ICU + select wards): 5158.0 Device Days - Cases 1.0 Healthcare-Associated Infections: 0.022 Ratio (observed/predicted cases) Cohort Mean: 0.50 | Lower is Better,30.851928999996744,28.36111842105265,0.2727272727272727,0.75,1.0,24,0.24742268041237114
250123,SINGING RIVER GULFPORT,Community Report,1,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Narrative:",Training,"Facility: SINGING RIVER GULFPORT

Strengths:
  Patient Survey
  Relative Performance: 0.80 SD from cohort

  Key Measures:
    - Doctor communication: 4.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CAUTI (ICU + select Wards): 0.86 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
    - Clostridium Difficile: 0.38 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better","SINGING RIVER GULFPORT is a hospital in the town of Gulfport, New York. The hospital has been rated as good by patients. It has good doctor communication and is quiet. Healthcare-Associated Infections are low.",25.901698300003773,62.59375000000003,0.0,0.0,0.0,34,0.4594594594594595
