Facility ID,Facility Name,Audience,Prompt Version,Performance Evidence,Context Evidence,Prompt,Split,Evaluation Source,Generated Narrative,Flesch Reading Ease,Numeric Recall,Numeric Precision,Direction Recall,Generated Words,Compression Ratio
190274,OCHSNER MEDICAL CENTER-KENNER,Clinical,1,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1748.0 Device Days
    - CLABSI (ICU + select Wards): 2.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1748.0 Device Days
    - CLABSI (ICU + select Wards): 2.0 Cases

Narrative:",Development,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 1748.0 Device Days
    - CLABSI (ICU + select Wards): 2.0 Cases","Healthcare-Associated Infections (CLABSI) in ICU + select wards was 1748.0 device days, while CLABsI in the ER was 2.0 cases.",59.745000000000005,0.18181818181818182,1.0,0.0,20,0.20202020202020202
190274,OCHSNER MEDICAL CENTER-KENNER,Community Report,1,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Development,"Facility: OCHSNER MEDICAL CENTER-KENNER

Strengths:
  Patient Survey
  Relative Performance: 0.39 SD from cohort

  Key Measures:
    - Discharge information: 5.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Communication about medicines: 3.00 Stars
      Cohort Mean: 2.25 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 1.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.54 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","The Ochsner Medical Center-Kenner has a low CLABSI rate of 1.24. The hospital has low CAUTI rates of 0.54 and 0.50. Overall, the hospital performs well.",65.30000000000001,0.3333333333333333,1.0,0.0,26,0.3291139240506329
380050,SKY LAKES MEDICAL CENTER,Patient Friendly,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",Development,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",The Sky Lakes Medical Center is a hospital that provides healthcare-associated infections. The hospital has an overall performance that is no different than the national benchmark. It is also rated as 'strengths' by the National Benchmark.,41.122072072072086,0.0,0.0,0.0,36,0.4044943820224719
380050,SKY LAKES MEDICAL CENTER,Executive Summary,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",Development,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better","SKY LAKES MEDICAL CENTER is a hospital that provides healthcare-associated infections care. The hospital has strengths in Healthcare-Associated Infections, but it has weaknesses in timely and effective care, which are reflected in the following key metrics.",29.481578947368433,0.0,0.0,0.0,36,0.4044943820224719
380050,SKY LAKES MEDICAL CENTER,Clinical,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.07 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2555.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.07 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2555.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases

Narrative:",Development,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 1.07 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2555.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Healthcare-Associated Infections - CLABSI (ICU + select wards): 2555.0 Device Days; Clabsi (iCU+ select Wards), 0.0 cases",30.53000000000003,0.15384615384615385,1.0,0.0,17,0.15315315315315314
380050,SKY LAKES MEDICAL CENTER,Community Report,1,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better

Narrative:",Development,"Facility: SKY LAKES MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.70 SD from cohort

  Key Measures:
    - SSI (Colon Surgery): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 6-Hour Bundle: 27.00 Percent
      Cohort Mean: 85.81 | Higher is Better
    - Septic Shock 3-Hour Bundle: 42.00 Percent
      Cohort Mean: 71.21 | Higher is Better",SKY LAKES MEDICAL CENTER has a low relative performance compared to the national benchmark. The hospital provides timely and effective care for patients with septic shock.,34.20153846153849,0.0,0.0,0.0,26,0.29213483146067415
190026,RAPIDES REGIONAL MEDICAL CENTER,Patient Friendly,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better

Narrative:",Development,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",The RAPIDES REGIONAL MEDICAL CENTER is a hospital that provides timely and effective care. The hospital has been rated by the patients as being good for their health.,50.61785714285716,0.0,0.0,0.0,28,0.36363636363636365
190026,RAPIDES REGIONAL MEDICAL CENTER,Executive Summary,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better

Narrative:",Development,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better","The facility: RAPIDES REGIONAL MEDICAL CENTER has a strong focus on timely and effective care. The hospital's strengths include ED time, patient satisfaction, and doctor communication.",23.932500000000033,0.0,0.0,0.0,26,0.33766233766233766
190026,RAPIDES REGIONAL MEDICAL CENTER,Clinical,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 2.10 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.58 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7594.0 Device Days
    - CLABSI (ICU + select Wards): 17.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 2.10 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.58 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7594.0 Device Days
    - CLABSI (ICU + select Wards): 17.0 Cases

Narrative:",Development,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - CLABSI (ICU + select Wards): 2.10 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.58 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 7594.0 Device Days
    - CLABSI (ICU + select Wards): 17.0 Cases","Healthcare-Associated Infections (CLABSI) in ICU + select wards was 7594.0 device days. CLABsI in ED was 17.0 cases. Overall, RAPIDES REGIONAL MEDICAL CENTER performed well.",32.96600000000001,0.18181818181818182,1.0,0.0,25,0.2336448598130841
190026,RAPIDES REGIONAL MEDICAL CENTER,Community Report,1,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better

Narrative:",Development,"Facility: RAPIDES REGIONAL MEDICAL CENTER

Strengths:
  Timely and Effective Care
  Relative Performance: 0.42 SD from cohort

  Key Measures:
    - ED Time - All Patients: 137.00 Minutes
      Cohort Mean: 196.20 | Lower is Better
    - ED Time - General Patients: 134.00 Minutes
      Cohort Mean: 191.65 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better",The RAPIDES REGIONAL MEDICAL CENTER is a community hospital that provides timely and effective care. The hospital has an average ED time of 196.20 minutes per patient.,32.09217948717952,0.1111111111111111,1.0,0.0,27,0.35064935064935066
